Product ID,Brand,Model,Display Name,Description,Type,Gender,Material,Retail Price,Colorway,Primary Color,Secondary Color,Thumbnail URL,StockX Link
P0011,adidas,adidas Campus Light,adidas Campus Light Bad Bunny Chalky Brown,"The adidas Campus Light Bad Bunny Chalky Brown is a notable collaboration between adidas and the Latin music superstar  Bad Bunny. The sneaker adopts a classic low-top silhouette with clean lines in a blend of and beige, brown, and Cream White hues. The Bad Bunny Chalky Brown adidas Campus Light incorporates a brown suede upper with a textured finish, complemented by matching 3-Stripe branding. It also features a unique double-tongue construction. The shoe boasts an updated cream-colored rubber mudguard that transitions seamlessly from a wavy pattern into a sturdy rubber cup sole. Underneath, the outsole showcases a herringbone traction pattern for reliable grip. The branding is minimalistic, with the iconic adidas 3-Stripes on the sides and Bad Bunny's recognizable logo on the tongue. What our experts find most impressive about the adidas Campus Light Bad Bunny Chalky Brown is the collaboration between the giant sportswear brand and the Latin music superstar Bad Bunny. This sneaker represents a fusion of Bad Bunny's distinctive style and the classic adidas Campus silhouette, making it ideal for fans of both fashion and music. The adidas sneaker debuted for $160 on July 29th, 2023.",lifestyle,men,Suede,160,Sand Beige/Brown/Cream White,Brown,Brown,https://images.stockx.com/images/adidas-Campus-Light-Bad-Bunny-Brown-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-campus-light-bad-bunny-brown
P0012,Jordan,Jordan 1 Retro Low OG,Jordan 1 Retro Low OG Medium Olive (GS),"The Air Jordan 1 Retro Low OG Medium Olive GS delivers earthy contrast through a Medium Olive upper balanced by Summit White, Sail, and Black accents. The low profile OG cut preserves the original proportions that made the AJ1 a global staple, while the olive tone introduces a grounded and versatile edge. Clean color blocking highlights the silhouettes timeless panel layout. This GS release resonates because it blends subtle personality with heritage structure. The olive shade feels mature and adaptable, making it easy to style while still standing apart from more common palettes. Younger fans get access to an OG inspired build that honors the models roots. It is a confident and wearable take on a classic that continues to evolve across generations. The Air Jordan 1 Retro Low OG Medium Olive GS was released on January 31, 2026 with a retail price of $120.",lifestyle,kids,Leather,120,Medium Olive/Summit White/Sail/Black,Green,White,https://images.stockx.com/images/Air-Jordan-1-Retro-Low-OG-Medium-Olive-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1770393827,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-low-og-medium-olive-gs
P0013,Converse,Converse SHAI 001 Lux,Converse SHAI 001 Lux Truffle,"The Converse SHAI 001 Lux Truffle introduces a refined and minimalist take on performance driven design. Dressed in layered brown tones, the Lux Truffle colorway enhances the streamlined silhouette with warmth and depth. The clean structure and understated finish give the sneaker a premium feel, balancing modern basketball influence with lifestyle versatility. What makes this pair compelling is its tonal execution. The brown on brown palette feels mature and cohesive, allowing the shape and detailing to stand out without distraction. It reflects a forward looking approach to athlete signature footwear, blending contemporary style with understated confidence. The Converse SHAI 001 Lux Truffle was released on February 26, 2026 with a retail price of $170.",lifestyle,men,Leather,130,Brown/Brown,Brown,Brown,https://images.stockx.com/images/Converse-SHAI-001-Lux-Truffle-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1784150293,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fconverse-shai-001-lux-truffle
P0014,Jordan,Jordan 1 Retro High OG,Jordan 1 Retro High OG Flight Club (GS),"The Air Jordan 1 Retro High OG Flight Club GS brings the same heritage driven design into a smaller size range, maintaining the full visual impact of the original release. The black and sail upper provides that timeless base, while gum medium brown underfoot adds a subtle vintage feel that complements the overall palette. University red accents deliver just enough contrast to keep the design dynamic while staying true to the classic Air Jordan identity. Fans appreciate that the GS version does not compromise on the details that make the Flight Club colorway appealing. It offers the same balance of tradition and freshness, allowing younger collectors or those needing smaller sizing to access a release that feels just as complete. The Air Jordan 1 remains a cornerstone of sneaker culture, and this version continues that legacy with a thoughtful and wearable execution. The Air Jordan 1 Retro High OG Flight Club GS was released on April 11, 2026 with a retail price of $140.",lifestyle,kids,Leather,140,Black/Sail/Gum Medium Brown/University Red,Black,White,https://images.stockx.com/images/Air-Jordan-1-Retro-High-OG-Flight-Club-GS-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1776108101,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-1-retro-high-og-flight-club-gs
P0015,Jordan,Jordan Spizike Low,Jordan Spizike Low Black Cat,"The Jordan Spizike Low Black Cat continues the legacy of Michael Jordan and director Spike Lees partnership by applying an all-black colorway to the Air Jordan Spizike Low. This shoe pays homage to Lees contributions to film history and the iconic triple-black ""Black Cat"" colorway, known for its sleek, stealthy look. Taking elements from previous Air Jordan sneakers, including the Air Jordan 3, 4, 5, and 6, this version of the Spizike boasts soft cushioning in the tongue and collar. Velvety nubuck deepens the blacks rich hue, while the mudguard is crafted from suede and the heel and toe overlays display the signature elephant print. Our experts like the way the all-black aesthetic reaches the shiny midsole and durable rubber outsole. In addition, visible air units in the heel complete the look and speak to the sneakers Jordan-brand heritage. The Jordan Spizike Low Black Cat was released on June 11, 2024, and sold for $160.",lifestyle,men,"Suede, Leather",160,Black/Anthracite/Black,Black,Black,https://images.stockx.com/images/Air-Jordan-Spizike-Low-Black-Cat-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-spizike-low-black-cat
P0016,Jordan,Jordan 1 Low Element Gore-Tex,Jordan 1 Low Element Gore-Tex Medium Olive,"The Air Jordan 1 Low Element Gore Tex Medium Olive leans into earthy tones and outdoor readiness, giving the Jordan 1 Low a grounded and adventurous personality. The medium olive palette feels natural and utilitarian, perfectly matching the Element Gore Tex build that emphasizes protection and versatility. It feels calm, confident, and purpose driven. Collectors appreciate this pair because it blends lifestyle heritage with practical design. The Jordan 1 Low remains instantly recognizable, while the weather ready construction makes it more adaptable to real world use. Fans love it as a reminder that iconic silhouettes can evolve thoughtfully, staying relevant through function and subtle color storytelling rather than trend driven changes. The Air Jordan 1 Low Element Gore Tex Medium Olive was released on October 9, 2025 with a retail price of $205.",lifestyle,men,"Leather, Synthetic",205,Medium Olive/Medium Khaki/Safari/Sequoia/Spruce Fog/Total Crimson,Green,Brown,https://images.stockx.com/images/Air-Jordan-1-Low-Element-Gore-Tex-Medium-Olive-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1760718709,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fair-jordan-1-low-element-gore-tex-medium-olive
P0017,Nike,Nike Ja 3,Nike Ja 3 At Dawn,"The Nike Ja 3 At Dawn brings a vibrant and energetic color story to Ja Morants signature line, reflecting his explosive style of play. The black base provides a strong foundation, while baltic blue, total orange, and hyper pink accents create a dynamic and layered look. The silhouette feels responsive and fast, designed to match the speed and creativity associated with Jas game. Fans of the Ja line appreciate how each release captures a sense of movement and personality through bold color combinations. This version stands out for its contrast and energy, making it visually striking both on and off the court. It is a sneaker that blends performance intent with expressive design, continuing the momentum of the signature series. The Nike Ja 3 At Dawn was released on March 19, 2026 with a retail price of $135.",basketball,men,"Mesh, Synthetic",135,Black/Baltic Blue/Total Orange/Hyper Pink,Black,Blue,https://images.stockx.com/images/Nike-Ja-3-At-Dawn-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1782158050,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-ja-3-at-dawn
P0018,Nike,Nike ReactX Rejuven8 Slide,Nike ReactX Rejuven8 Slide .SWOOSH Touch Grass Kelly Green,"The Nike ReactX Rejuven8 Slide .SWOOSH Touch Grass Kelly Green blends recovery focused comfort with playful cultural commentary through a bold and expressive design. The ReactX foam construction prioritizes softness and reset, while the Kelly green colorway and .SWOOSH Touch Grass theme add humor and personality. It feels lighthearted but intentional, turning a recovery slide into something visually engaging rather than purely functional. Fans love this slide because it reflects modern sneaker cultures balance between performance and self awareness. The bright green tone stands out, while the sculpted shape keeps it comfortable for everyday wear and post activity recovery. Collectors appreciate how Nike treats even its slides as storytelling pieces, making this one feel fun, relevant, and perfectly in tune with the moment. The Nike ReactX Rejuven8 Slide .SWOOSH Touch Grass Kelly Green was released on December 19, 2025 with a retail price of $75.",slides,men,Foam,75,Kelly Green/Mosswood Brown/Vibrant Yellow,Green,Green,https://images.stockx.com/images/Nike-ReactX-Rejuven8-Slide-SWOOSH-Touch-Grass-Kelly-Green-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1767647635,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-reactx-rejuven8-slide-swoosh-touch-grass-kelly-green
P0019,Nike,Nike Zoom Vomero 5,Nike Zoom Vomero 5 Black Sequoia,"The Nike Zoom Vomero 5 Black Sequoia is a performance shoe providing unmatched support with a dark colorway. This iteration of the Nike Zoom Vomero 5 has an upper made of breathable dark green mesh. Black suede overlays run from the toe to the laces for support, while black leather forms the toe cap. The sides of the shoe contain black TPU cages with reflective silver Nike swooshes on top for added safety. The heel is also supported by a TPU cage and thereÄôs a Nike swoosh above it. The tongue contains Nike Vomero 5 branding in yellow. The black midsole and outsole complete the look. The standout feature of this shoe is the dark green mesh base, which blends perfectly into the black of the rest of the shoe. The Nike Zoom Vomero 5 Black Sequoia was first released on October 5, 2024, for $160.",running,men,"Mesh, Synthetic",160,Black/Metallic Pewter-Sequoia-Flat Pewter-University Gold,Black,Grey,https://images.stockx.com/images/Nike-Zoom-Vomero-5-Black-Sequoia-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1738193358,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-zoom-vomero-5-black-sequoia
P0020,Nike,Nike Mind 001 Slide,Nike Mind 001 Slide Light Smoke Grey,"Nike Mind 001 Slide Light Smoke Grey reflects a quieter side of Nike design, focusing on recovery, comfort, and mental balance rather than performance intensity. The Light Smoke Grey finish keeps the look clean and minimal, aligning with the Mind 001 concept of slowing down and being intentional. It feels modern and thoughtful, designed for moments away from the spotlight rather than center stage. Collectors appreciate this slide because it represents a shift in how footwear is valued. The design feels purposeful without being loud, appealing to fans who care about wellness and lifestyle as part of sneaker culture. It fits naturally into daily routines, reinforcing the idea that good design does not need to shout to be meaningful or relevant. The Nike Mind 001 Slide Light Smoke Grey was released on 01/08/2026 with a retail price of $95.",slides,men,Foam,95,Light Smoke Grey/Chrome/Hyper Crimson/Photon Dust/Black,Grey,Grey,https://images.stockx.com/images/Nike-Mind-001-Slide-Light-Smoke-Grey-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1767907128,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-mind-001-slide-light-smoke-grey
P0021,adidas,adidas Samba Jane,adidas Samba Jane Scarlet White Gum (Women's),"The adidas Samba Jane in Scarlet White Gum (Womens) refreshes an icon with a fiery palette and a refined, feminine fit. Dressed in Better Scarlet and Team Victory Red with crisp white Three Stripes, this pair delivers bold color blocking that elevates everyday outfits and standout streetwear looks alike. A smooth leather upper is complemented by a suede T?toe overlay that nods to the Sambas sport heritage, while a low?profile shape and padded collar provide an easy, all?day wear. The classic gum rubber outsole offers confident grip and a timeless finish, pairing effortlessly with denim, dresses, or tailored basics. Beyond style, the Samba Jane is built for comfort and versatility. A cushioned insole and lightweight midsole help soften every step, making it a reliable choice from morning commute to evening plans. The durable gum sole resists scuffs and delivers traction on city sidewalks, and thoughtful stitching along the panels adds structure that keeps its shape over time. Finished with adidas branding, style code JQ6446, and launched on June 1, 2025, this womens sneaker stands out as a wardrobe staple that bridges classic design with modern polish. Our team loves this product because it blends timeless Samba DNA with everyday comfort and a striking red-and-gum palette that instantly sharpens any rotation.",lifestyle,women,"Leather, Suede",100,Better Scarlet/Team Victory Red/Gum 3,Red,Red,https://images.stockx.com/images/adidas-Samba-Jane-Scarlet-White-Gum-Womens-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1749624750,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fadidas-samba-jane-scarlet-white-gum-womens
P0022,Nike,Nike Air Trainer SC High,Nike Air Trainer SC High Atlanta Olympics 30th Anniversary,"The Nike Air Trainer SC High Atlanta Olympics 30th Anniversary in Pro Purple, White, Sail, and Metallic Gold commemorates the 1996 Atlanta Games through one of the most technically complete and culturally loaded cross-training silhouettes Nike has ever produced, the SC High's support structure and premium construction carrying the Olympic tribute with the institutional weight the occasion deserves. Pro purple and metallic gold reference the specific and deliberately regal color palette that the Atlanta Games deployed across its visual identity, while white and sail provide the clean contrast that keeps the Olympic color story legible and historically accurate rather than loosely interpreted. The Air Trainer SC High was a flagship Nike training shoe during the mid-1990s and its presence in an Atlanta Olympics tribute feels completely authentic to the era it is honoring. Thirty-year Olympic anniversary releases occupy a specific and emotionally resonant space in Nike's commemorative product history because they reconnect a new generation of collectors and athletes with Games that defined an era of American athletic culture while rewarding the collectors who lived through the original moment with a physical tribute to memories they carry personally. The SC High's leather and synthetic upper construction, prominent Air cushioning, and high-top support architecture all feel genuinely appropriate for an Olympic tribute that wants to honor both the Games and the athletic performance culture that surrounded them rather than simply applying a flag graphic to an unrelated silhouette. Metallic gold against pro purple creates a combination that carries championship associations as naturally as any color pairing in the Nike catalog. The Nike Air Trainer SC High Atlanta Olympics 30th Anniversary in Pro Purple, White, Sail, and Metallic Gold has a retail price of $140.",training,men,"Leather, Synthetic",140,Pro Purple/White/Sail/Metallic Gold,Purple,White,https://images.stockx.com/images/Nike-Air-Trainer-SC-High-Atlanta-Olympics-30th-Anniversary-Product.jpg?fit=fill&bg=FFFFFF&w=700&h=500&fm=webp&auto=compress&q=90&dpr=2&trim=color&updated_at=1780344126,https://stockx.pvxt.net/c/4722526/1023711/9060?u=https%3A%2F%2Fstockx.com%2Fnike-air-trainer-sc-high-atlanta-olympics-30th-anniversary
